stage,accuracy,macro_f1,log_loss,brier_score
before_calibration,0.44583333333333336,0.4437089778955432,1.5041644523597397,0.7011275925925927
after_calibration,0.44166666666666665,0.4057166060736229,1.505466436481074,0.6952788605892023
